ID,English,Others,Japanese
nextforcedghost1,Next ghost will be a ‘Powerghost!’,Next ghost will be a ‘Poltergeist!’,次はポルターガイストだ！
nextforcedghost2,Next ghost will be a ‘Kupper!’,Next ghost will be a ‘Kappa!’,次はクッパーだ！
nextforcedghost3,Next ghost will be a ‘Shy!’,Next ghost will be a ‘Shade!’,次はシャイだ！
nextforcedghost4,Next ghost will be a ‘Countlanak!’,Next ghost will be a ‘Kuntilanak!’,次はカウントラナックだ！
nextforcedghost5,Next ghost will be a ‘Bloody Mariam!’,Next ghost will be a ‘Bloody Mariam!’,次はブラッディももえだ！
nextforcedghost6,Next ghost will be a ‘Bansheep!’,Next ghost will be a ‘Banshee!’,次はバンシープだ！
nextforcedghost7,Next ghost will be a ‘Weseen!’,Next ghost will be a ‘Gwisin!’,次はヴェゼーンだ！
nextforcedghost8,Next ghost will be a ‘Tall Lady!’,Next ghost will be a ‘Hachishakusama!’,次は背の高い女性だ！
nextforcedghost9,Next ghost will be a ‘Willy Wispy!’,Next ghost will be a ‘Onibi!’,次は炎の幽霊だ！
nextforcedghost10,Next ghost will be a ‘Conjurer!’,Next ghost will be a ‘Conjurer!’,次は魔術師の幻影だ！
nextforcedghost11,Next ghost will be a ‘You-Rei?!’,Next ghost will be a ‘Yurei!’,次はヨウ・レイ？だ！
nextforcedghost12,Next ghost will be a ‘Thundergirl!’,Next ghost will be a ‘Rai-onna!’,次は雷少女だ！
nextforcedghost13,Next ghost will be a ‘Suck-ass-bee!’,Next ghost will be a ‘Succubus!’,次は夢魔だ！
invicibleon,Health Regeneration is ON!,Health Regeneration is ON!,健康再生が始まっています！
